Site,Device,MAC,Type,Date,Start Time,Stop Time,Timestamp,Value
Site 1,Andersen_1st_Floor_B130_All_Gender,B0-B3-53-D1-76-BE,Masking,4/15/2025,9:43:39 AM,9:43:50 AM,1744728219,0.05
Site 1,Andersen_2nd_Floor_A228_All_Gender,B0-B3-53-D1-29-4D,Vape,4/10/2025,8:52:28 AM,8:52:58 AM,1744293148,48.6
Site 1,Andersen_2nd_Floor_A228_All_Gender,B0-B3-53-D1-29-4D,Vape,4/15/2025,3:44:03 PM,3:44:33 PM,1744749843,39.43
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/06/2025,3:17:02 PM,3:17:49 PM,1741295822,109.24
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/06/2025,3:18:06 PM,3:18:36 PM,1741295886,29.56
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/06/2025,3:20:38 PM,3:21:08 PM,1741296038,112.15
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/07/2025,8:59:34 AM,9:00:24 AM,1741359574,35.63
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/07/2025,9:00:34 AM,9:01:04 AM,1741359634,166.7
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/07/2025,9:01:03 AM,9:01:33 AM,1741359663,-198.68
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/07/2025,10:02:54 AM,10:03:24 AM,1741363374,1065.47
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/07/2025,10:03:19 AM,10:03:49 AM,1741363399,-128.45
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/07/2025,11:03:36 AM,11:04:06 AM,1741367016,158.28
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/10/2025,9:19:46 AM,9:20:16 AM,1741616386,399.61
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/10/2025,9:20:10 AM,9:20:40 AM,1741616410,-17.39
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/10/2025,9:20:19 AM,9:20:51 AM,1741616419,428.41
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/10/2025,9:20:45 AM,9:21:15 AM,1741616445,1695.15
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/10/2025,9:21:23 AM,9:21:54 AM,1741616483,296.66
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/10/2025,9:21:50 AM,9:22:32 AM,1741616510,363.83
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/10/2025,9:22:03 AM,9:22:33 AM,1741616523,344.87
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/10/2025,11:17:05 AM,11:17:35 AM,1741623425,1437.6
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/10/2025,11:17:21 AM,11:17:51 AM,1741623441,-24.32
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/10/2025,11:18:17 AM,11:18:51 AM,1741623497,259.45
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/10/2025,11:18:43 AM,11:19:13 AM,1741623523,189.06
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/10/2025,11:19:17 AM,11:19:47 AM,1741623557,108.99
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/11/2025,8:54:24 AM,8:54:54 AM,1741701264,86.61
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/11/2025,8:54:56 AM,8:55:26 AM,1741701296,218.34
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/11/2025,8:57:29 AM,8:57:59 AM,1741701449,52.13
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/11/2025,9:00:31 AM,9:01:01 AM,1741701631,69.44
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/11/2025,9:02:17 AM,9:02:47 AM,1741701737,57.63
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/11/2025,10:22:22 AM,10:22:52 AM,1741706542,1046.97
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/12/2025,1:37:51 PM,1:38:21 PM,1741804671,421.04
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/12/2025,1:38:16 PM,1:38:46 PM,1741804696,-53.28
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/12/2025,1:38:35 PM,1:39:05 PM,1741804715,138.36
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/12/2025,1:39:57 PM,1:40:27 PM,1741804797,136.73
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/12/2025,2:22:18 PM,2:22:48 PM,1741807338,87.09
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/13/2025,11:02:45 AM,11:03:15 AM,1741881765,82.43
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/13/2025,11:31:11 AM,11:31:41 AM,1741883471,112.61
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/14/2025,10:07:34 AM,10:08:04 AM,1741964854,75.84
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/14/2025,11:22:37 AM,11:23:10 AM,1741969357,209.98
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/14/2025,11:23:05 AM,11:23:35 AM,1741969385,602.56
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/14/2025,11:23:30 AM,11:24:00 AM,1741969410,266.51
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/14/2025,11:23:56 AM,11:24:26 AM,1741969436,-258.89
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/14/2025,11:33:19 AM,11:33:49 AM,1741969999,229.34
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/14/2025,11:50:58 AM,11:51:28 AM,1741971058,475.25
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/14/2025,11:51:23 AM,11:51:53 AM,1741971083,-160.22
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/14/2025,11:52:15 AM,11:52:45 AM,1741971135,317.86
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/14/2025,11:52:41 AM,11:53:11 AM,1741971161,-489.13
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/14/2025,1:30:59 PM,1:31:34 PM,1741977059,45.28
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/14/2025,2:21:02 PM,2:21:32 PM,1741980062,150.93
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/14/2025,2:28:13 PM,2:28:43 PM,1741980493,49.57
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/17/2025,9:11:28 AM,9:11:58 AM,1742220688,67.73
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/17/2025,10:10:48 AM,10:11:18 AM,1742224248,63.89
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/17/2025,10:11:47 AM,10:12:17 AM,1742224307,127.27
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/17/2025,10:14:02 AM,10:14:32 AM,1742224442,61.86
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/17/2025,10:17:24 AM,10:17:54 AM,1742224644,58.23
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/17/2025,10:19:00 AM,10:19:30 AM,1742224740,75.42
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/17/2025,10:22:24 AM,10:22:54 AM,1742224944,145.61
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/17/2025,10:24:20 AM,10:24:50 AM,1742225060,68.14
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/18/2025,1:28:27 PM,1:29:02 PM,1742322507,127.07
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/18/2025,1:28:53 PM,1:29:23 PM,1742322533,74.35
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/18/2025,1:30:16 PM,1:30:46 PM,1742322616,40.21
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/18/2025,1:31:37 PM,1:32:20 PM,1742322697,44.26
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/19/2025,9:00:44 AM,9:01:14 AM,1742392844,178.22
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/19/2025,9:01:20 AM,9:01:50 AM,1742392880,58.87
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/19/2025,9:01:21 AM,9:01:51 AM,1742392881,56.95
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/19/2025,10:06:34 AM,10:07:04 AM,1742396794,107.7
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/19/2025,10:07:23 AM,10:07:53 AM,1742396843,84.37
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/19/2025,11:03:01 AM,11:03:31 AM,1742400181,151.47
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/19/2025,11:04:05 AM,11:04:35 AM,1742400245,101.64
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/19/2025,12:01:15 PM,12:01:45 PM,1742403675,46.88
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/19/2025,12:03:03 PM,12:03:33 PM,1742403783,36.67
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/19/2025,12:23:23 PM,12:23:53 PM,1742405003,83.53
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/19/2025,2:24:46 PM,2:25:16 PM,1742412286,101.26
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/19/2025,2:25:30 PM,2:26:00 PM,1742412330,63.01
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/20/2025,10:06:03 AM,10:06:33 AM,1742483163,355.63
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/20/2025,10:06:29 AM,10:06:59 AM,1742483189,-71.46
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/20/2025,12:06:45 PM,12:07:15 PM,1742490405,44.91
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/20/2025,12:47:33 PM,12:48:03 PM,1742492853,72.51
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/20/2025,12:48:27 PM,12:49:12 PM,1742492907,84
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/20/2025,12:49:00 PM,12:49:30 PM,1742492940,86.6
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/25/2025,11:02:39 AM,11:03:09 AM,1742918559,688.64
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,3/25/2025,11:03:04 AM,11:03:34 AM,1742918584,-116.72
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/25/2025,11:22:52 AM,11:23:22 AM,1742919772,41.89
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/25/2025,12:01:44 PM,12:02:14 PM,1742922104,97.2
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/26/2025,9:52:33 AM,9:53:03 AM,1743000753,155.41
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/26/2025,10:06:57 AM,10:07:27 AM,1743001617,62.66
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/26/2025,10:07:46 AM,10:08:16 AM,1743001666,46.63
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,3/26/2025,11:03:04 AM,11:03:38 AM,1743004984,87.85
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/07/2025,8:52:17 AM,8:52:52 AM,1744033937,56.65
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/07/2025,12:32:42 PM,12:33:13 PM,1744047162,849.34
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/07/2025,12:33:07 PM,12:33:37 PM,1744047187,310.4
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/07/2025,1:08:01 PM,1:08:31 PM,1744049281,250.88
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/07/2025,1:08:27 PM,1:08:57 PM,1744049307,-38.08
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/07/2025,2:29:29 PM,2:29:59 PM,1744054169,37.07
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/08/2025,11:25:55 AM,11:26:25 AM,1744129555,78.98
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/08/2025,11:26:42 AM,11:27:12 AM,1744129602,134.53
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/09/2025,9:06:10 AM,9:06:40 AM,1744207570,96.43
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/09/2025,2:07:05 PM,2:07:35 PM,1744225625,1083.85
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/09/2025,2:07:31 PM,2:08:01 PM,1744225651,-135.84
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/09/2025,2:07:52 PM,2:08:22 PM,1744225672,1861.94
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/09/2025,2:08:37 PM,2:09:07 PM,1744225717,949.07
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/09/2025,2:09:03 PM,2:09:33 PM,1744225743,0.29
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/11/2025,12:45:16 PM,12:45:46 PM,1744393516,62.91
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/11/2025,12:46:09 PM,12:46:39 PM,1744393569,104.16
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/11/2025,12:46:41 PM,12:47:11 PM,1744393601,192.08
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/14/2025,10:13:21 AM,10:14:41 AM,1744643601,110.75
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/14/2025,10:14:50 AM,10:15:20 AM,1744643690,747.36
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/14/2025,10:14:53 AM,10:15:23 AM,1744643693,1159.93
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/14/2025,10:19:47 AM,10:20:17 AM,1744643987,66.06
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/14/2025,10:25:16 AM,10:25:46 AM,1744644316,55.31
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/14/2025,10:27:22 AM,10:27:52 AM,1744644442,35.97
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/14/2025,12:17:56 PM,12:18:26 PM,1744651076,276.79
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/14/2025,12:18:23 PM,12:18:53 PM,1744651103,-34.01
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/14/2025,12:24:36 PM,12:25:06 PM,1744651476,84.1
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/14/2025,12:25:13 PM,12:25:46 PM,1744651513,429.85
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/14/2025,12:25:38 PM,12:26:08 PM,1744651538,151.78
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/14/2025,12:40:05 PM,12:40:42 PM,1744652405,147.6
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/14/2025,12:40:52 PM,12:41:22 PM,1744652452,-159.23
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/14/2025,12:41:38 PM,12:42:08 PM,1744652498,199.87
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/14/2025,12:42:05 PM,12:42:35 PM,1744652525,-94.91
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/14/2025,12:43:28 PM,12:43:58 PM,1744652608,82.89
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/15/2025,11:01:12 AM,11:01:42 AM,1744732872,58.08
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/15/2025,11:01:49 AM,11:02:19 AM,1744732909,-15.15
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/15/2025,11:02:18 AM,11:02:54 AM,1744732938,157.87
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/15/2025,11:02:48 AM,11:03:18 AM,1744732968,488.43
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/15/2025,2:26:40 PM,2:27:10 PM,1744745200,84.82
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/15/2025,2:27:27 PM,2:27:57 PM,1744745247,262.21
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Vape,4/15/2025,2:28:14 PM,2:28:44 PM,1744745294,187.98
Site 1,Andersen_2nd_Floor_Boys_D223_SE_Round,B0-B3-53-D1-29-53,Smoking,4/15/2025,2:28:43 PM,2:29:13 PM,1744745323,-15.12
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,9:10:26 AM,9:10:56 AM,1741273826,859.27
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/06/2025,9:10:51 AM,9:11:21 AM,1741273851,-303.61
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,9:22:53 AM,9:23:23 AM,1741274573,2485.61
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/06/2025,9:23:17 AM,9:23:47 AM,1741274597,-651.46
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,9:33:18 AM,9:33:57 AM,1741275198,247.83
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/06/2025,9:33:43 AM,9:34:21 AM,1741275223,-26.8
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,9:34:08 AM,9:34:38 AM,1741275248,72.5
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,9:37:11 AM,9:37:41 AM,1741275431,345.5
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/06/2025,9:37:38 AM,9:38:11 AM,1741275458,-11.94
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,9:37:44 AM,9:38:14 AM,1741275464,556.51
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,9:39:04 AM,9:39:34 AM,1741275544,562.87
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/06/2025,9:39:28 AM,9:39:58 AM,1741275568,-298.01
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,11:48:44 AM,11:49:14 AM,1741283324,50.55
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,11:49:43 AM,11:50:13 AM,1741283383,188.66
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/06/2025,11:50:08 AM,11:50:38 AM,1741283408,-27.31
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,11:50:24 AM,11:50:54 AM,1741283424,403.64
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/06/2025,11:50:50 AM,11:51:20 AM,1741283450,-119.01
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,11:51:53 AM,11:52:23 AM,1741283513,212.01
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/06/2025,11:52:21 AM,11:52:51 AM,1741283541,37.95
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,11:55:07 AM,11:55:37 AM,1741283707,568.2
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/06/2025,11:55:32 AM,11:56:02 AM,1741283732,-32.56
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,11:55:42 AM,11:56:12 AM,1741283742,119.08
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,11:56:24 AM,11:57:08 AM,1741283784,165.25
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/06/2025,11:56:50 AM,11:57:20 AM,1741283810,732.56
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,11:57:20 AM,11:57:51 AM,1741283840,107.45
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/06/2025,12:02:16 PM,12:02:46 PM,1741284136,248.4
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/06/2025,12:02:42 PM,12:03:12 PM,1741284162,-28.89
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/07/2025,9:04:22 AM,9:05:04 AM,1741359862,36.32
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/07/2025,11:52:29 AM,11:53:05 AM,1741369949,60.32
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/07/2025,11:53:10 AM,11:53:40 AM,1741369990,-257.72
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,8:58:00 AM,8:58:30 AM,1741615080,138.58
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,9:08:34 AM,9:09:04 AM,1741615714,326.59
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/10/2025,9:08:59 AM,9:09:29 AM,1741615739,93.3
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Vape,3/10/2025,9:09:24 AM,9:09:59 AM,1741615764,461.03
Site 1,Andersen_2nd_Floor_D201_Boys_SW_Round,B0-B3-53-D1-76-1D,Smoking,3/10/2025,9:09:48 AM,9:10:36 AM,1741615788,-236.04
