Site,Device,MAC,Type,Date,Start Time,Stop Time,Timestamp,Value
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/08/2025,1:18:07 PM,1:18:47 PM,1744136287,39.61
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/08/2025,1:29:46 PM,1:30:16 PM,1744136986,86.21
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/08/2025,1:30:27 PM,1:30:57 PM,1744137027,53.76
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/08/2025,1:30:59 PM,1:31:29 PM,1744137059,82.08
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/08/2025,1:38:50 PM,1:39:20 PM,1744137530,113.05
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/08/2025,2:22:23 PM,2:22:53 PM,1744140143,115.61
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/08/2025,2:23:01 PM,2:23:31 PM,1744140181,51.33
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/08/2025,2:32:09 PM,2:32:39 PM,1744140729,77.78
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/08/2025,2:32:58 PM,2:33:28 PM,1744140778,51.42
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/08/2025,2:33:56 PM,2:34:26 PM,1744140836,36.43
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/08/2025,2:52:53 PM,2:53:23 PM,1744141973,105.49
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,9:05:36 AM,9:06:06 AM,1744207536,185.28
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/09/2025,9:06:05 AM,9:06:35 AM,1744207565,34.68
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,9:07:41 AM,9:08:12 AM,1744207661,41.43
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,9:22:37 AM,9:23:29 AM,1744208557,65.3
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,9:24:54 AM,9:25:32 AM,1744208694,145.75
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,9:25:38 AM,9:26:08 AM,1744208738,105.49
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,9:35:25 AM,9:35:55 AM,1744209325,45.31
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,10:11:17 AM,10:11:56 AM,1744211477,58.53
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,10:12:07 AM,10:12:37 AM,1744211527,42.16
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,10:13:20 AM,10:13:50 AM,1744211600,361.21
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/09/2025,10:13:46 AM,10:14:16 AM,1744211626,-54.93
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,10:28:26 AM,10:28:56 AM,1744212506,93.76
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,10:44:17 AM,10:45:04 AM,1744213457,55.54
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/09/2025,10:45:03 AM,10:45:33 AM,1744213503,99.26
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,10:45:16 AM,10:45:46 AM,1744213516,103.8
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,10:47:31 AM,10:48:01 AM,1744213651,64.95
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,10:48:12 AM,10:48:42 AM,1744213692,129.22
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,10:50:03 AM,10:50:33 AM,1744213803,56.4
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,11:11:03 AM,11:11:33 AM,1744215063,38.34
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,11:38:05 AM,11:38:35 AM,1744216685,69.75
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,11:42:09 AM,11:42:39 AM,1744216929,86.93
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,11:45:17 AM,11:45:47 AM,1744217117,121.09
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,11:47:50 AM,11:48:20 AM,1744217270,163.49
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/09/2025,11:48:16 AM,11:48:46 AM,1744217296,-29.69
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,12:16:28 PM,12:16:58 PM,1744218988,57.65
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,12:17:18 PM,12:17:48 PM,1744219038,45.69
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,1:02:54 PM,1:03:24 PM,1744221774,36.29
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,1:03:32 PM,1:04:08 PM,1744221812,90.87
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/09/2025,1:03:57 PM,1:04:30 PM,1744221837,-28.79
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,1:18:27 PM,1:18:57 PM,1744222707,58.9
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,1:19:53 PM,1:20:23 PM,1744222793,50.42
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/09/2025,2:10:05 PM,2:10:35 PM,1744225805,50.77
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,8:20:36 AM,8:21:06 AM,1744291236,112.22
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,8:21:06 AM,8:21:36 AM,1744291266,8.37
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,8:21:12 AM,8:21:42 AM,1744291272,48.85
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,9:05:31 AM,9:06:01 AM,1744293931,99.5
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,9:06:07 AM,9:06:37 AM,1744293967,74.17
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Masking,4/10/2025,9:08:22 AM,9:08:52 AM,1744294102,202.87
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,9:10:49 AM,9:11:19 AM,1744294249,79.73
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,9:13:36 AM,9:14:08 AM,1744294416,59.2
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,9:14:13 AM,9:14:43 AM,1744294453,27.76
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,9:14:26 AM,9:14:56 AM,1744294466,179.78
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,9:15:26 AM,9:15:56 AM,1744294526,69.56
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,9:17:35 AM,9:18:05 AM,1744294655,309.18
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,9:18:02 AM,9:18:32 AM,1744294682,-197.93
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,9:19:15 AM,9:19:47 AM,1744294755,101.57
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,9:45:34 AM,9:46:04 AM,1744296334,49.85
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,9:46:45 AM,9:47:15 AM,1744296405,36.07
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,9:49:32 AM,9:50:17 AM,1744296572,64.45
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,9:50:39 AM,9:51:09 AM,1744296639,-33.59
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,10:17:15 AM,10:17:45 AM,1744298235,399.54
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,10:17:40 AM,10:18:10 AM,1744298260,-55.19
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,10:17:55 AM,10:18:25 AM,1744298275,41.26
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,11:09:50 AM,11:10:20 AM,1744301390,132.9
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,11:10:24 AM,11:10:54 AM,1744301424,-118.28
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,11:30:23 AM,11:30:53 AM,1744302623,74.13
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:26:25 PM,12:26:55 PM,1744305985,63.91
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:28:04 PM,12:28:39 PM,1744306084,87.14
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,12:28:49 PM,12:29:19 PM,1744306129,22.04
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:29:01 PM,12:29:31 PM,1744306141,168.45
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,12:29:30 PM,12:30:00 PM,1744306170,-192.83
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:29:40 PM,12:30:10 PM,1744306180,299.6
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,12:30:06 PM,12:30:36 PM,1744306206,9.52
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:30:18 PM,12:30:48 PM,1744306218,258.36
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,12:30:45 PM,12:31:15 PM,1744306245,-200.12
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:31:19 PM,12:31:49 PM,1744306279,79.47
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:34:05 PM,12:34:50 PM,1744306445,45.56
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:36:10 PM,12:36:40 PM,1744306570,99.65
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:49:17 PM,12:49:47 PM,1744307357,133.53
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,12:49:47 PM,12:50:17 PM,1744307387,-118.74
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:49:56 PM,12:50:26 PM,1744307396,169.44
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,12:50:26 PM,12:50:56 PM,1744307426,-195.53
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:50:36 PM,12:51:11 PM,1744307436,215.93
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,12:51:04 PM,12:51:35 PM,1744307464,160.16
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:51:45 PM,12:52:15 PM,1744307505,60.84
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,12:53:09 PM,12:53:39 PM,1744307589,60.14
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,1:06:24 PM,1:06:54 PM,1744308384,86.59
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,1:06:58 PM,1:07:28 PM,1744308418,-95.65
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,1:07:14 PM,1:07:44 PM,1744308434,96.74
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,1:07:43 PM,1:08:22 PM,1744308463,-45.85
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,1:07:55 PM,1:08:31 PM,1744308475,297.88
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,1:09:11 PM,1:09:41 PM,1744308551,44.39
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,1:10:02 PM,1:10:32 PM,1744308602,40.12
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Masking,4/10/2025,1:14:02 PM,1:14:53 PM,1744308842,131.66
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Masking,4/10/2025,1:15:51 PM,1:16:21 PM,1744308951,101.64
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Masking,4/10/2025,1:28:38 PM,1:29:17 PM,1744309718,80.98
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,1:43:54 PM,1:44:24 PM,1744310634,164.74
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,1:44:38 PM,1:45:08 PM,1744310678,86.63
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,1:45:11 PM,1:45:41 PM,1744310711,-70.46
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,1:46:07 PM,1:46:37 PM,1744310767,77.88
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,1:47:53 PM,1:48:23 PM,1744310873,37.45
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,2:13:03 PM,2:13:33 PM,1744312383,67.06
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,2:45:37 PM,2:46:07 PM,1744314337,90.21
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,2:46:52 PM,2:47:22 PM,1744314412,85.08
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/10/2025,2:48:44 PM,2:49:14 PM,1744314524,150.99
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/10/2025,2:49:09 PM,2:49:39 PM,1744314549,-4.56
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,8:29:06 AM,8:29:36 AM,1744378146,255.98
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,8:29:33 AM,8:30:36 AM,1744378173,10.35
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,8:29:43 AM,8:30:37 AM,1744378183,272.76
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,9:00:40 AM,9:01:10 AM,1744380040,255.26
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,9:01:07 AM,9:01:37 AM,1744380067,0.63
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,9:01:46 AM,9:02:16 AM,1744380106,307.7
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,9:02:11 AM,9:02:41 AM,1744380131,-21.11
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,9:03:07 AM,9:03:37 AM,1744380187,48.37
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,9:12:29 AM,9:12:59 AM,1744380749,54.17
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,9:14:47 AM,9:15:34 AM,1744380887,158.98
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,9:15:27 AM,9:15:57 AM,1744380927,311.95
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,9:16:10 AM,9:16:40 AM,1744380970,89.3
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,9:28:18 AM,9:28:48 AM,1744381698,44.38
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,9:48:49 AM,9:49:19 AM,1744382929,411.01
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,9:49:15 AM,9:49:45 AM,1744382955,201.74
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,10:06:53 AM,10:07:23 AM,1744384013,55.35
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,10:07:25 AM,10:07:55 AM,1744384045,79.07
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,10:08:00 AM,10:08:32 AM,1744384080,130
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,10:08:48 AM,10:09:18 AM,1744384128,13.57
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,10:08:57 AM,10:09:27 AM,1744384137,107.3
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,10:09:42 AM,10:10:12 AM,1744384182,67.38
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,10:10:23 AM,10:10:53 AM,1744384223,75.23
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,10:49:32 AM,10:50:23 AM,1744386572,205.28
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,10:50:00 AM,10:50:30 AM,1744386600,151.27
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,10:51:37 AM,10:52:07 AM,1744386697,285.69
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,10:52:02 AM,10:52:32 AM,1744386722,-171.66
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,10:53:01 AM,10:53:40 AM,1744386781,69.11
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,10:58:27 AM,10:58:57 AM,1744387107,67.73
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,11:27:33 AM,11:28:03 AM,1744388853,92.34
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,11:28:23 AM,11:29:04 AM,1744388903,657.47
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,11:28:49 AM,11:29:19 AM,1744388929,390.61
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,11:30:04 AM,11:30:45 AM,1744389004,254.06
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,11:30:30 AM,11:31:00 AM,1744389030,498.77
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,12:19:09 PM,12:19:47 PM,1744391949,106.74
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,12:19:44 PM,12:20:14 PM,1744391984,54.52
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,12:20:03 PM,12:20:33 PM,1744392003,42.3
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,12:35:47 PM,12:36:17 PM,1744392947,325.43
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,12:36:13 PM,12:36:43 PM,1744392973,-48.67
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,12:37:54 PM,12:38:24 PM,1744393074,318.02
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/11/2025,12:38:20 PM,12:38:50 PM,1744393100,90.7
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,1:24:15 PM,1:25:03 PM,1744395855,111.69
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/11/2025,2:08:16 PM,2:08:46 PM,1744398496,80.09
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/14/2025,9:08:24 AM,9:08:54 AM,1744639704,335.92
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/14/2025,9:08:48 AM,9:09:18 AM,1744639728,-286.79
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/14/2025,9:09:33 AM,9:10:03 AM,1744639773,-90.18
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/14/2025,9:44:29 AM,9:44:59 AM,1744641869,137.25
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/14/2025,9:45:34 AM,9:46:04 AM,1744641934,95.65
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/14/2025,9:50:16 AM,9:50:46 AM,1744642216,36.39
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/14/2025,10:02:22 AM,10:02:52 AM,1744642942,255.7
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Smoking,4/14/2025,10:02:48 AM,10:03:18 AM,1744642968,-114.74
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/14/2025,10:44:38 AM,10:45:08 AM,1744645478,45.75
Site 1,Roosevelt_3rd_Floor_Girls_342_North_Sensor,B0-B3-53-D1-76-CD,Vape,4/14/2025,10:52:03 AM,10:52:33 AM,1744645923,169.08
